date,geography_code,geography_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,appren,appl4,appl3,appl2,all_work,all_notsust,all_unknown
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1338,1223,884,779,80,NA,NA,NA,25,89,1,32,56,250,93,22
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Number of pupils,2464,2212,1593,1419,122,NA,NA,NA,52,170,2,69,99,449,195,57
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,2594,89.4,64.6,56.8,5.4,NA,NA,NA,2.4,6.9,0.1,2.8,4,18,8.2,2.3
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2594,2320,1675,1474,139,NA,NA,NA,62,178,2,72,104,467,214,60
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,360,305,225,190,25,NA,NA,NA,10,25,0,5,20,55,50,5
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Number of pupils,130,108,82,55,17,NA,NA,NA,10,8,0,3,5,18,19,3
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,1256,87.3,63,55.3,4.7,NA,NA,NA,2.9,7.1,0.1,3.2,3.8,17.3,9.6,3
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,2235,90.3,65,57.6,5,NA,NA,NA,2.4,6.9,0.1,3,3.8,18.4,7.3,2.5
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1338,91.4,66.1,58.2,6,NA,NA,NA,1.9,6.7,0.1,2.4,4.2,18.7,7,1.6
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,1256,1097,791,695,59,NA,NA,NA,37,89,1,40,48,217,121,38
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,360,84.2,61.9,52.2,7.5,NA,NA,NA,2.2,6.7,0,1.7,5,15.6,14.4,1.4
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Percentage,130,83.1,63.1,42.3,13.1,NA,NA,NA,7.7,6.2,0,2.3,3.8,13.8,14.6,2.3
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,4539,3995,2652,2305,280,NA,NA,NA,67,329,9,141,179,1014,429,115
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,720,600,410,330,65,NA,NA,NA,10,45,NA,15,30,145,110,5
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,2442,2188,1454,1265,162,NA,NA,NA,27,148,3,51,94,586,204,50
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,720,83.5,56.7,46,9.3,NA,NA,NA,1.4,6.5,0.1,1.9,4.4,20.3,15.6,1
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,2442,89.6,59.5,51.8,6.6,NA,NA,NA,1.1,6.1,0.1,2.1,3.8,24,8.4,2
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,3820,3395,2245,1975,215,NA,NA,NA,55,280,10,125,145,870,315,110
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,3820,88.9,58.8,51.7,5.6,NA,NA,NA,1.5,7.4,0.2,3.3,3.8,22.7,8.3,2.8
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,4539,88,58.4,50.8,6.2,NA,NA,NA,1.5,7.2,0.2,3.1,3.9,22.3,9.5,2.5
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,2097,86.2,57.1,49.6,5.6,NA,NA,NA,1.9,8.6,0.3,4.3,4.1,20.4,10.7,3.1
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,2097,1807,1198,1040,118,NA,NA,NA,40,181,6,90,85,428,225,65
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000035,Leeds,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,1603,1392,805,635,121,NA,NA,NA,49,166,2,67,97,421,172,39
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,1423,1242,694,549,103,NA,NA,NA,42,156,2,63,91,392,144,37
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,240,185,105,65,25,NA,NA,NA,10,20,0,5,15,60,50,10
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,180,150,111,86,18,NA,NA,NA,7,10,0,4,6,29,28,2
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,832,738,425,342,51,NA,NA,NA,32,65,1,18,46,248,78,16
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,240,75.6,42.6,26.9,11.2,NA,NA,NA,4.5,9.1,0,2.1,7,24,19.8,4.5
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,771,654,380,293,70,NA,NA,NA,17,101,1,49,51,173,94,23
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Percentage,1423,87.3,48.8,38.6,7.2,NA,NA,NA,3,11,0.1,4.4,6.4,27.5,10.1,2.6
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,1603,86.8,50.2,39.6,7.5,NA,NA,NA,3.1,10.4,0.1,4.2,6.1,26.3,10.7,2.4
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,832,88.7,51.1,41.1,6.1,NA,NA,NA,3.8,7.8,0.1,2.2,5.5,29.8,9.4,1.9
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,771,84.8,49.3,38,9.1,NA,NA,NA,2.2,13.1,0.1,6.4,6.6,22.4,12.2,3
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1360,1210,700,570,95,NA,NA,NA,40,145,NA,60,80,365,125,30
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1360,88.8,51.6,41.9,6.9,NA,NA,NA,2.8,10.6,0.1,4.6,5.9,26.7,9.1,2.1
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Percentage,180,83.3,61.7,47.8,10,NA,NA,NA,3.9,5.6,0,2.2,3.3,16.1,15.6,1.1
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,575,91.5,63.3,59,2.6,NA,NA,NA,1.7,10.4,NA,NA,6.3,17.7,6.4,2.1
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,286,258,158,147,7,NA,NA,NA,4,38,1,14,23,62,18,10
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Percentage,45,95.6,71.1,60,4.4,NA,NA,NA,6.7,13.3,0,2.2,11.1,11.1,4.4,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,575,525,365,340,15,NA,NA,NA,10,60,NA,NA,35,100,35,10
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,653,592,400,369,21,NA,NA,NA,10,68,1,28,39,124,46,15
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,80,65,35,30,5,NA,NA,NA,0,10,NA,NA,5,20,10,5
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Percentage,608,90.3,60.5,56.3,3.1,NA,NA,NA,1.2,10.2,0.2,4.4,5.6,19.6,7.2,2.5
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Number of pupils,608,549,368,342,19,NA,NA,NA,7,62,1,27,34,119,44,15
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,653,90.7,61.3,56.5,3.2,NA,NA,NA,1.5,10.4,0.2,4.3,6,19,7,2.3
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Number of pupils,45,43,32,27,2,NA,NA,NA,3,6,0,1,5,5,2,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,80,84.6,46.2,38.5,7.7,NA,NA,NA,0,10.3,NA,NA,3.8,28.2,11.5,3.8
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,367,91,65.9,60.5,3.8,NA,NA,NA,1.6,8.2,0,3.8,4.4,16.9,7.6,1.4
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,286,90.2,55.2,51.4,2.4,NA,NA,NA,1.4,13.3,0.3,4.9,8,21.7,6.3,3.5
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,367,334,242,222,14,NA,NA,NA,6,30,0,14,16,62,28,5
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,320,77.8,43.4,29.7,10.3,NA,NA,NA,3.4,9.4,0,3.1,6.3,25,17.8,4.4
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,1057,86.3,50.9,41.6,7.3,NA,NA,NA,2,13.2,0.2,6,7,22.2,10.6,3.1
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1935,1735,1065,910,110,NA,NA,NA,50,205,5,85,115,465,160,40
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,320,250,140,95,35,NA,NA,NA,10,30,0,10,20,80,55,15
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2256,1984,1205,1004,142,NA,NA,NA,59,234,3,95,136,545,218,54
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1199,1072,667,564,65,NA,NA,NA,38,95,1,32,62,310,106,21
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,1057,912,538,440,77,NA,NA,NA,21,139,2,63,74,235,112,33
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1199,89.4,55.6,47,5.4,NA,NA,NA,3.2,7.9,0.1,2.7,5.2,25.9,8.8,1.8
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,2256,87.9,53.4,44.5,6.3,NA,NA,NA,2.6,10.4,0.1,4.2,6,24.2,9.7,2.4
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1935,89.6,55.1,47,5.6,NA,NA,NA,2.5,10.5,0.2,4.4,6,24,8.3,2.1
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1000,890,535,440,75,NA,NA,NA,15,80,5,25,50,275,80,30
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,989,888,537,449,70,NA,NA,NA,18,83,6,25,52,268,74,27
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,137,110,67,42,20,NA,NA,NA,5,9,0,2,7,34,22,5
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,653,588,366,306,48,NA,NA,NA,12,44,0,9,35,178,50,15
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,1126,88.6,53.6,43.6,8,NA,NA,NA,2,8.2,0.5,2.4,5.2,26.8,8.5,2.8
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,125,85.6,56.8,40,12,NA,NA,NA,4.8,8.8,1.6,1.6,5.6,20,11.2,3.2
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,653,90,56,46.9,7.4,NA,NA,NA,1.8,6.7,0,1.4,5.4,27.3,7.7,2.3
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,125,105,70,50,15,NA,NA,NA,5,10,NA,NA,5,25,15,5
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1000,89,53.2,44.1,7.5,NA,NA,NA,1.7,8.1,0.4,2.5,5.2,27.7,8.2,2.8
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,473,86.7,50.3,39.1,8.9,NA,NA,NA,2.3,10.1,1.3,3.8,5.1,26.2,9.7,3.6
2014/15,E10000023,North Yorkshire,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,1126,998,604,491,90,NA,NA,NA,23,92,6,27,59,302,96,32
