LA,Thing,Count
Wakefield,Six Sigma Black Belt Certification,3
Wakefield,Certificate Of Clinical Competence In Speech-Language Pathology (CCC-SLP),3
Wakefield,Teaching English As A Foreign Language,3
Wakefield,(American Society For Quality) ASQ Certified,3
Wakefield,Licensed Professional Counselor (LPC),3
Wakefield,ITIL Foundation Certification,3
Wakefield,Certified Power Quality Professional,3
Wakefield,Certified Information Privacy Professional,2
Wakefield,CompTIA Network+,2
Wakefield,Certified Investment Management Analyst,2
Wakefield,Microsoft Certified Systems Engineer,2
Wakefield,GIAC Certifications,2
Wakefield,Advanced Pediatric Life Support,2
Wakefield,Bachelor Of Science in Business,2
Wakefield,Environmental Certification,2
Wakefield,Diploma In Nursing,2
Wakefield,Personal Trainer Certification,2
Wakefield,CDL Class A License,1
Wakefield,Doctor Of Dental Surgery (DDS),1
Wakefield,Microsoft Certified Desktop Support Technician,1
Wakefield,Enterprise Desktop Administrator (Microsoft Certified IT Professional),1
Wakefield,CompTIA Advanced Security Practitioner (CASP+),1
Wakefield,Certified Wireless Network Administrator,1
Wakefield,Certified Wireless Analysis Professional,1
Wakefield,Agile Certification,1
Wakefield,AWS Certified DevOps Engineer,1
Wakefield,Six Sigma Certification,1
Wakefield,Forklift Certification,1
Wakefield,Pediatric Advanced Life Support,1
Wakefield,Clamp Truck Certification,1
Wakefield,Certified Sales Executive,1
Wakefield,Certified Accounting Technician,1
York,General Certificate Of Secondary Education,1040
York,CSCS Card,687
York,Certified Nurse Practitioner,358
York,Functional Skills Qualification,159
York,PRINCE2  (PRojects IN Controlled Environments 2),120
York,Association Of Chartered Certified Accountants,111
York,Chartered Institute Of Management Accountants (CIMA),96
York,Chartered Financial Analyst,96
York,Chartered Institute Of Personnel And Development (CIPD) Certified,69
York,DO-178B/C (Software Considerations in Airborne Systems and Equipment Certification),65
York,Licensed Practical Nurse,62
York,Nurse Practitioner,57
York,ITIL Certifications,49
York,Microsoft Certified Partner,48
York,Software Development Engineer in Test,45
York,Master Of Business Administration (MBA),41
York,NEBOSH Diploma,40
York,Clinical Nurse Specialists (CNS),39
York,CIPD Level 5,36
York,ITIL Foundation Certification,33
York,Project Management Professional Certification,33
York,Post Graduate Certificate In Education (PGCE),31
York,CIPD Level 3,27
York,Psychiatric-Mental Health Nurse Practitioner,27
York,Assistant Laboratory Animal Technician,26
York,Basic Life Support (BLS) Certification,24
York,Residential Electronics Systems Integrator,24
York,Licensed Professional Counselor (LPC),22
York,Advanced Life Support,22
York,Basic Cardiac Life Support,21
York,Advanced Cardiovascular Life Support (ACLS) Certification,21
York,Chartered Engineer,21
York,IOSH Managing Safely,18
York,Association Of Proposal Management Professionals (APMP) Certification,16
York,Pediatric Advanced Life Support,16
York,Associate Project Management,15
York,Certified International Property Specialist,15
York,Microsoft Certified Systems Administrator (MCSA),15
York,Certified Safety Professional,10
York,Cisco Certified Network Associate,10
York,Information Advice And Guidance (IAG) Qualification,9
York,Microsoft Azure Certification,9
York,CIPD Level 7,8
York,Top Secret-Sensitive Compartmented Information (TS/SCI Clearance),8
York,Cisco Certified Network Professional,8
York,National Examination Board In Occupational Safety And Health (NEBOSH) Certified,7
York,Microsoft Certified Professional,7
York,Certified First Responder,7
York,Certified Scrum Master,6
York,Oncology Certified Nurse,6
York,NEBOSH Certificate,6
York,Certified Information Systems Security Professional,5
York,Security Clearance,5
York,Certified Scrum Product Owner,5
York,Salesforce Certified Administrator,5
York,Certified Power Quality Professional,5
York,Master Of Laws,4
York,Critical Care Registered Nurse (CCRN),4
York,Microsoft Certified Systems Engineer,4
York,ITIL Practitioner Certification,4
York,Certified Strength And Conditioning Specialist,4
York,Certified Internal Auditor,3
York,Certificate In English Language Teaching To Adults (CELTA),3
York,CompTIA Certification,3
York,Certified Professional Estimator,3
York,Certified Information Privacy Professional,3
York,Certified Healthcare Emergency Professional,3
York,Registered Dietitian (RD/RDN),2
York,Certified Financial Planner,2
York,Google Analytics Certification,2
York,Google Adwords Certification,2
York,Chartered Fellow Of The Chartered Institute Of Personnel and Development (FCIPD),2
York,National Apprenticeship Certificate,2
York,Forklift Certification,2
York,Bachelor Of Science in Business,2
York,Certified Public Accountant,2
York,Certified Accounting Technician,2
York,Systems Security Certified Practitioner,1
York,System Operator Certification,1
York,International Institute Of Business Analysis (IIBA) Certified,1
York,CompTIA Security+,1
York,CompTIA Cybersecurity Analyst (CySA+),1
York,CompTIA Advanced Security Practitioner (CASP+),1
York,Certified Ethical Hacker,1
York,Juniper Network Certified Internet Professional (JNCIP),1
York,VMware Certified Professional (VCP),1
York,SAS Certification,1
York,Chartered Accountant,1
York,Enterprise Desktop Administrator (Microsoft Certified IT Professional),1
York,Certified Integrated Resource Manager,1
York,Certified Information System Auditor (CISA),1
York,Certified Information Security Manager,1
York,Certified In Risk And Information Systems Control,1
York,Certified Veterinary Technician,1
York,Hazard Analysis And Critical Control Point (HACCP) Certification,1
York,Certified Industrial Hygienist (CIH),1
